Project ID,Category,Title,County,Improvement Type,Cost,Primary Project, Description
"115775","Under Construction","2021 Emergency Guide Rail","Bedford       ","Guiderail Improvement","1472596","null","Various State Routes
Various Municipalities
Repair damaged guiderail"
"115777","Under Construction","2022 Interchange Lighting","Bedford       ","Lighting","418854","null","Various Routes
Various Municipalities
Repair and maintain Interchange lighting"
"115800","Under Construction","BPN 1 Guide Rail Improvements","Washington    ","Guiderail Improvement","7939789","null","BPN 1 Guide Rail Improvements
Safety Improvements
District-wide"
"115803","Under Construction","Districtwide Lighting 2021-2022","Erie          ","Lighting","693169","null","Countywide
Crawford, Erie, Mercer and Venango Counties
Lighting Repair"
"115806","Under Construction","Group MBR 5-21","Berks         ","Median Barrier","1886343","null","District-wide RAR contract for median barrier repairs.  Includes the counties of Berks, Carbon, Lehigh, Monroe, Northampton, and Schuylkill."
"115807","Under Construction","Group 4-21-Guiderail Maintenance 1","Lackawanna    ","Guiderail Improvement","1072655","null","Guiderail maintenance on various State Routes in various municipalities across the district."
"115808","Under Construction","Group 4-21-Guiderail Maintenance 2","Luzerne       ","Guiderail Improvement","2141709","null","Guiderail maintenance on various State Routes in various municipalities across the district."
"115809","Under Construction","Group 4-21-Guiderail Maintenance 3","Pike          ","Guiderail Improvement","1159774","null","Guiderail maintenance on various State Routes in various municipalities across the district."
"115810","Under Construction","Group 4-21-Guiderail Maintenance 4","Susquehanna   ","Guiderail Improvement","952692","null","Guiderail maintenance on various State Routes in various municipalities across the district."
"115811","Under Construction","Group 4-21-Guiderail Maintenance 5","Wayne         ","Guiderail Improvement","1027812","null","Guiderail maintenance on various State Routes in various municipalities across the district."
"115812","Under Construction","Group 4-21-Guiderail Maintenance 6","Wyoming       ","Guiderail Improvement","386967","null","Guiderail maintenance on various State Routes in various municipalities across the district."
"115840","Under Construction","2021-2022 Districtwide Drilling Contract","Venango       ","Restoration","919300","null","Crawford, Erie, Forest, Mercer, Venango, Warren counties
Districtwide
Drilling"
"115847","Under Construction","12-21-GR1","Fayette       ","Guiderail Improvement","241163","null","Various state routes
Various locations
Various municipalities
Fayette County
12-21-GR1"
"115848","Under Construction","12-21-GR2","Greene        ","Guiderail Improvement","159823","null","Various state routes
Various locations
Various municipalities
Greene County
Guide rail repair contract
12-21-GR2
"
"115849","Under Construction","12-21-GR4","Washington    ","Guiderail Improvement","1806515","null","Various state routes
Various locations
Various municipalities
Washington County
Guide rail repair contract
12-21-GR4
"
"115850","Under Construction","12-21-GR5","Westmoreland  ","Guiderail Improvement","956487","null","Various state routes
Various locations
Various municipalities
Westmoreland County
Guide rail repair contract
12-21-GR5
"
"115868","Under Construction","District 6-0 Interstate Guiderail (C)","Delaware      ","Guiderail Improvement","5807444","null","District 6-0 Interstate Guiderail Updates with MASH Compliance 
District wide  
Updating Guiderail"
"115886","Under Construction","SR 87 to Bradford Co","Sullivan      ","Resurface","0","115887","SR 87 to Braford County line
Cherry Township and Dushore Borough"
"115887","Under Construction","SR 220 to Hillside Dr (T472)","Sullivan      ","Surface Treatment Micro-Surfacing","665707","null","Microsurface
SR 220 to Hillside Drive (T472)
Dushore Boro"
"115889","Under Construction","Coatesville Station Electrical","Central Office","Transit System Improvement","5735000","null","Coatesville Train Station electrical"
"115890","Under Construction","Coatesville Station HVAC","Central Office","Transit System Improvement","174053","null","Coatesville Train Station HVAC"
"115900","Under Construction","SR 62 Slide (#4)","Warren        ","Slides Correction","360505","null","State Route 62
Pleasant Township, Warren County
Slide Correction"
"115911","Under Construction","Chemical Rd Sinkhole Repair (C)","Montgomery    ","Restoration","3692176","null","Chemical Rd. Sinkhole Repair
Plymouth Township 
Sinkhole repair
"
"115920","Under Construction","Expansion Dam Preservation 2022","Fayette       ","Bridge Preservation Activities","964459","null","Various State Routes 
District Wide 
Bridge Preservation"
"115921","Under Construction","Westmoreland County Epoxy Overlay Preservation-21","Westmoreland  ","Bridge Improvement","2085674","null","Westmoreland County 
Various Structures 
Bridge Preservation"
"115925","Under Construction","Freemansburg NPDES Clean Up","Northampton   ","Environmental Mitigation","0","110186","Mitigation of noted E&S Deficiencies 
Freemansburg Avenue and SR 33 Interchange
Bethlehem Township
Northampton County"
"115927","Under Construction","2021 Armstrong County Guiderail","Armstrong     ","Guiderail Improvement","340622","null","Along various routes within Armstrong County
Various Municipalities
Guiderail repair and replacement
"
"115928","Under Construction","2021 Butler County Guiderail","Butler        ","Guiderail Improvement","588150","null","Along various routes within Butler County
Various Municipalities
Guiderail repair and replacement
"
"115929","Under Construction","2021 Clarion County Guiderail","Clarion       ","Guiderail Improvement","189450","null","Along various routes within Clarion County
Various Municipalities
Guiderail repair and replacement
"
"115930","Under Construction","2021 Indiana County Guiderail","Indiana       ","Guiderail Improvement","289122","null","Along various routes within Indiana County
Various Municipalities
Guiderail repair and replacement
"
"115931","Under Construction","2021 Jefferson County Guiderail","Jefferson     ","Guiderail Improvement","213902","null","Along various routes within Jefferson County
Various Municipalities
Guiderail repair and replacement
"
"115940","Under Construction","District 10 Interstate Guiderail Upgrade","Butler        ","Guiderail Improvement","2849308","null","Upgrade of Interstate Guiderail End Treatment to MASH Compliance 
District wide  
Updating Guiderail End Treatments"
"115984","Under Construction","2021 On Demand Bridge","Greene        ","Bridge Rehabilitation","1241558","null","Bridge repairs on various structures that have 0 and 1 priority needs throughout District 12 in the counties of Fayette, Greene, Washington and Westmoreland.

"
"115996","Under Construction","D6 Bridge Cleaning 2021-22 (C)","Montgomery    ","Bridge Preservation Activities","1556772","null","D6 Bridge Cleaning 2021-22
Districtwide
Bridge Cleaning"
"116010","Under Construction","Shadduck Rd to Glade Run","Lycoming      ","Resurface","0","114257","Resurfacing
Shadduck Rd to Glade Run
Muncy Cr Twp"
"116011","Under Construction","SR 2024 Dimeling Bridge Preservation","Clearfield    ","Bridge Improvement","944366","null","SR 2024, Dimeling Bridge
Boggs Township
Bridge Rehabilitation"
"116014","Under Construction","SR 4036 over BR of Little Redstone Ck-DFB","Fayette       ","Bridge Rehabilitation","0","115984","Bridge Improvements 
SR 4036 over BR of Little Redstone Creek
Jefferson Township, Fayette County"
"116018","Under Construction","Lycoming Mall Rd & Lycoming Mall Dr Intersection","Lycoming      ","Resurface","0","114257","Mill and resurface
SR 2014 intersection
Muncy Twp"
"116034","Under Construction","Stoudts Ferry Rd. over US 222","Berks         ","Bridge Preservation Activities","0","114391","SR 3067 over US 222
Muhlenberg Township
Berks County
Bridge Preventative Maintenance Activities"
"116035","Under Construction","Mill Rd. over I-78","Berks         ","Bridge Preservation Activities","0","114391","SR 4047 over I-78
Upper Bern Township
Berks County
Bridge Preventative Maintenance Activities"
"116036","Under Construction","Krumsville Rd. over Maiden Creek","Berks         ","Bridge Preservation Activities","0","114391","SR 737 over Maiden Creek
Albany Township
Berks County
Bridge Preventative Maintenance Activities"
"116037","Under Construction","Wolf Creek Road over Northkill Creek","Berks         ","Bridge Preservation Activities","0","114391","SR 4011 over Northkill Creek
Upper Bern Township
Berks County
Bridge Preventative Maintenance Activities"
"116062","Under Construction","SR 22 over SR 248","Northampton   ","Bridge Preservation Activities","0","109966","Bridge Preventative Maintenance
SR 22 over SR 248
Palmer Township and Wilson Borough
Northampton County"
"116063","Under Construction","SR 2012 (Glendon) o/ Lehigh River, Streets, and NS","Northampton   ","Bridge Preservation Activities","0","109966","Bridge Preventative Maintenance activities
SR 2012 over Lehigh River, Streets, and NS
Glendon and Wilson Boroughs
Northampton County
"
"116064","Under Construction","Treichlers Bridge","Northampton   ","Bridge Preservation Activities","0","109966","Bridge Preventative Maintenance activities
Treichlers Bridge
Lehigh Township
Northampton County"
"116065","Under Construction","Fahy Bridge","Northampton   ","Bridge Preservation Activities","0","109966","Bridge Preventative Maintenance activities
Fahy Bridge
City of Bethlehem
Northampton County"
"116066","Under Construction","Bethman Rd over US 22","Northampton   ","Bridge Preservation Activities","0","109966","Bridge Preventative Maintenance activities
Bethman Rd over US 22
Bethlehem Township
Northampton County"
"116067","Under Construction","SR 22 over 25th Street","Northampton   ","Bridge Preservation Activities","0","109966","Bridge Preventative Maintenance activities
SR 22 over 25th Street
Wilson Borough
Northampton County"
"116131","Under Construction","SR 1009 Slide","Susquehanna   ","Restoration","711005","null","Roadway embankment restoration on State Route 1009 (Starrucca Creek Road) in Harmony Township in Susquehanna County."
"116138","Under Construction","2022 Small Paint Machine","Bedford       ","Safety Improvement","1234957","null","Various State Routes
Various Municipalities
Repainting of pavement markings"
"116141","Under Construction","SR 15 & SR 45 Concrete Patch","Union         ","Concrete Rehabilitation","0","98922","Concrete patching
SR 15 & SR 45 Intersection
Lewisburg Borough"
"116148","Under Construction","SR 4003 over Branch Lackawaxen River","Wayne         ","Bridge Preservation Activities","0","112743","Bridge Preservation activities on SR 4003 (Grange Road) over the Branch of the Lackawaxen River in Dyberry Township in Wayne County."
"116171","Under Construction","Meadows Road Bridge Removal (Co Br 15)","Northampton   ","Bridge Removal","164580","null","Bridge Removal
Meadows Road Bridge
Lower Saucon Township
Northampton County"
"116174","Under Construction","Downingtown Station NE Quadrant Construction","Central Office","Transit System Improvement","955055","null","Downingtown McGuckin & Pyle property - demo, utility protection, fencing, gates, hazardous waste, & coordination with PECO and Amtrak."
"116226","Under Construction","SE Region Traffic Signal Maint 2020 (C)","Montgomery    ","Miscellaneous","5720002","null","For the maintenance and/or repair of the existing and planned Department-owned Traffic Signal equipment along Integrated Corridor Management (ICM) corridors parallel to I-76."
"116229","Under Construction","FM 7534 CONSTRUCT NEW GLUE LAM LUZERNE CO","null","Facility Improvement - Build ir","928373","null","rhaspri 5/13/2021 15:8:44

FM 7534 CONSTRUCT NEW GLUE LAM LUZERNE CO"
"116230","Under Construction","FM 7534 ELECTRIC  NEW GLUE LAM LUZERNE CO","null","Facility Improvement - Build ir","52059","null","rhaspri 5/13/2021 15:13:49

FM 7534 ELECTRIC NEW GLUE LAM LUZERNE CO"
"116231","Under Construction","Dist Line Painting 2022","Dauphin       ","Miscellaneous","1896234","null","Various SRs
Districtwide
Line painting"
"116232","Under Construction","Dist AWPM 2022","Dauphin       ","Miscellaneous","316185","null","Various SRs
Districtwide
Remove and replace AWPMs"
"116240","Under Construction","Palm Road (SR 2029) Scour Repairs","Lehigh        ","Bridge Preservation Activities","0","110186","Preventative Maintenance
SR 2029 over Hosensack Creek
Lower Milford Township
Lehigh County"
"116261","Under Construction","SR 1023 over Equinunk Creek","Wayne         ","Bridge Preservation Activities","0","112743","Bridge Preservation activities on SR 1023 (Pine Mill Road) over Equinunk Creek in Manchester Township, Wayne County."
"116271","Under Construction","SR 1001 Pavement Base Repair","Susquehanna   ","Resurface","0","116278","Pavement base repair on SR 1001 SH from SR 1003 SH (Stillwater Road) to SR 2046 (Fiddle Lake Road) in Gibson Township, Susquehanna County."
"116272","Under Construction","SR 1002 Pavement Base Repair","Susquehanna   ","Resurface","0","116278","Pavement base repair on SR 1002 (Snake Hill Road) from SR 1001 SH to SR 92 SH in Jackson Township, Susquehanna County."
"116273","Under Construction","SR 1006 Pavement Base Repair","Susquehanna   ","Resurface","0","116278","Pavement base repair on SR 1006 (Deer Ridge Road) from Potter Hill Road to SR 92 SH in Jackson Township, Susquehanna County."
"116275","Under Construction","SR 1008 Pavement Base Repair","Susquehanna   ","Resurface","0","116278","Pavement base repair on SR 1008 SH from SR 92 to SR 1019 in Jackson Township, Susquehanna County."
"116277","Under Construction","SR 3001 Pavement Base Repair","Susquehanna   ","Resurface","0","116278","Pavement base repair on SR 3001 SH from SR 3029 (Benoix Road) to SR 3023 in Dimock Township, Susquehanna County."
"116278","Under Construction","SR 3010 Pavement Base Repair","Susquehanna   ","Resurface","3621029","null","Pavement base repair on SR 3010 from SR 3023 to SR 3023 in Dimock Township, Susquehanna County."
"116279","Under Construction","SR 3011 Pavement Base Repair","Susquehanna   ","Resurface","0","116278","Pavement base repair on SR 3011 from SR 3004 (Lathrop Road) to the Susquehanna County line in Auburn Township, Susquehanna County."
"116280","Under Construction","SR 3013 Pavement Base Repair","Susquehanna   ","Resurface","0","116278","Pavement base repair on State Route 3013 from State Route 29 to the Susquehanna County Line in Auburn Township, Susquehanna County."
"116281","Under Construction","SR 3019 Pavement  Base Repair","Susquehanna   ","Resurface","0","116278","Pavement base repair on State Route 3019 from State Route 3001 to the intersection of State Route 3004 in Dimock Township, Susquehanna County."
"116282","Under Construction","SR 3023 Pavement Base Repair","Susquehanna   ","Resurface","0","116278","Pavement base repair on State Route 3023 from Love Road to the Susquehanna County Line in Lathrop Township, Susquehanna County.
"
"116283","Under Construction","SR 3027 Pavement Base Repair","Susquehanna   ","Resurface","0","116278","Pavement base repair on State Route 3027 from State Route 706 to State Route 3023 in Rush Township, Susquehanna County."
"116284","Under Construction","SR 3029 Pavement Base Repair","Susquehanna   ","Resurface","0","116278","Pavement base repair on State Route 3029 (Bendix Road) from State Route 2053 (Meschoppen Creek Road) to State Route 4007 in Bridgewater Township, Susquehanna County."
"116285","Under Construction","SR 2008 Pavement Base Repairs","Wyoming       ","Resurface","0","116278","Pavement base repairs on State Route 2008 (Sand Plant Road) from State Route 92 to State Route 92 in Falls Township, Wyoming County."
"116286","Under Construction","SR 2013 Pavement Base Repairs","Wyoming       ","Resurface","0","116278","Pavement base repairs on State Route 2013 (Hoppy Road) to and from the Lackawanna County line in Falls Township, Wyoming County."
"116287","Under Construction","SR 2015 Pavement Base Repair","Wyoming       ","Resurface","0","116278","Pavement base repairs on State Route 2015 (Falls Road) from State Route 2013 (Falls Road) to bridge over Susquehanna River in Falls Township, Wyoming County."
"116288","Under Construction","SR 2017 Pavement Base Repair","Wyoming       ","Resurface","0","116278","Pavement base repairs on State Route 2017 (Buttermilk Road) from State Route 307 (Winola Road) to State Route 2015 (Falls Road) in Falls Township, Wyoming County."
"116289","Under Construction","SR 2021 Pavement Base Repair","Wyoming       ","Resurface","0","116278","Pavement base repairs on State Route 2021 (Lower Mill City Road) from Wyoming County line to State Route 307 (Winola Road) in Falls Township, Wyoming County."
"116290","Under Construction","SR 2023 Pavement Base Repair","Wyoming       ","Resurface","0","116278","Pavement base repairs on State Route 2023 (Country Road) from State Route 307 (Winola Road) to State Route 2017 (Buttermilk Road) in Falls Township, Wyoming County."
"116291","Under Construction","SR 2025 Pavement Base Repair","Wyoming       ","Resurface","0","116278","Pavement base repairs on State Route 2025 (Dickinson Road) from Wyoming County line to State Route 307 (Winola Road) in Falls Township, Wyoming County."
"116294","Under Construction","SR 4004 - Bicycle Road Resurfacing","Somerset      ","Resurface","0","74452","Over Beaver Dam Creek
Lincoln and Quemahoning Townships
Resurfacing"
"116296","Under Construction","South Bridge Repairs","Dauphin       ","Bridge Rehabilitation","0","110657","Bridge Repairs
John Harris Bridge (I-83) over the Susquehanna River
City of Harrisburg
Dauphin County"
"116306","Under Construction","Clinton County ITS","Clinton       ","Safety Improvement","0","114493","ITS Installation near MM 190
Interstate 80 in Clinton County
DMS Sign, Caissons, Weather Station integration"
"116312","Under Construction","2022 Layton Bridge Preservation","Fayette       ","Bridge Preservation Activities","1350000","null","2022 Layton Bridge Preservation
Bridge Preservation - State Funded
Layton Borough, Fayette County"
"116317","Under Construction","I-81 NB/SB Mill/Fill Luz Maint","Luzerne       ","Resurface","0","98247","Resurfacing on Interstate 81 Northbound, Southbound, and ramps from Exit 164, Nanticoke to Exit 178, Avoca in Hanover, Newport, Plains, Wilkes-Barre, Jenkins, Pittston Township, Ashley, Dupont, Laflin Boroughs in Luzerne County."
"116318","Under Construction","SR220 Near SR 2003 (Nordmont Road)","Sullivan      ","Bridge Rehabilitation","0","99423","SR220 Near SR 2003 (Nordmont Road)
LaPorte Township
Bridge improvement"
"116329","Under Construction","12-21-CJR","Washington    ","Resurface","5777778","null","12-21-CJR
Highway Restoration
District-Wide"
"116332","Under Construction","I-80 Bridge Approach Slabs I","Clearfield    ","Bridge Improvement","2320906","null","Bridge Preservation Activities
Clearfield & Clinton Counties
I-80 over Anderson Crk, MM 105
I-80 over SR 477, MM 185"
"116359","Under Construction","SR 3014 over I79 - Painting","Erie          ","Bridge Painting","457000","null","State Route 3014 over I-79
Franklin Township, Erie County
Bridge Painting"
"116361","Under Construction","SR4033 Embankment Repair","Bradford      ","Slides Correction","674925","null","Sopertown Road (SR4033) near Austinville Road (SR4016) 
Columbia Township Bradford County
Embankment repair"
"116406","Under Construction","SIP 12-22-SI2","Greene        ","Resurface","3116116","null","Various State Routes
Various Municipalities
Greene County
Surface Improvement contract 12-22-SI2
"
"116431","Under Construction","Crawford Group C21","Crawford      ","Resurface","1408408","null","Resurfacing on SR 1010 in Richmond Township, SR 2029 in Hydetown Borough and Oil Creek Township, and SR 2007 in West Mead Township, Crawford County."
"116436","Under Construction","Erie Group E21","Erie          ","Resurface","1520943","null","This project includes 4.54 miles of resurfacing on SR 1009 in Venango, Greene, and Harborcreek Townships, Erie County.
"
"116438","Under Construction","Venango Group V21","Venango       ","Resurface","1382382","null","This project includes 6.10 miles of resurfacing on SR 4022 in Plum and Cherrytree Townships, Venango County."
"116477","Under Construction","SR 62 Slide - Emergency 2021","Warren        ","Slides Correction","642280","null","State Route 62, along the Allegheny River
Limestone Township, Warren County
Emergency Slide Repair"
"116529","Under Construction","2022 District Wide Bridge Cleaning","Lackawanna    ","Bridge Preservation Activities","1098648","null","Bridge deck and substructure cleaning on structures in Lackawanna, Luzerne, Wayne, Susquehanna and Wyoming Counties."
"116540","Under Construction","Group 2-22/24-RAR1","Centre        ","Guiderail Improvement","526822","null","Various Routes and Locations
Centre and Clinton Counties
Guide Rail Improvements"
"116541","Under Construction","Group 2-22/24-RAR2","Clearfield    ","Guiderail Improvement","297880","null","Various Routes and Locations
Clearfield County
Guide Rail Improvements"
"116542","Under Construction","Group 2-22/24-RAR3","Cameron       ","Guiderail Improvement","294899","null","Various Routes and Locations
Cameron and Potter Counties
Guide Rail Improvements"
"116543","Under Construction","Group 2-22/24-RAR4","Juniata       ","Guiderail Improvement","389411","null","Various Routes and Locations
Juniata and Mifflin Counties
Guide Rail Improvements"
"116544","Under Construction","Group 2-22/24-RAR5","Elk           ","Guiderail Improvement","286180","null","Various Routes and Various Locations
in Various Municipalities of Elk and McKean Counties
Guiderail Improvements"
"116579","Under Construction","SR 147 Demo","Dauphin       ","Miscellaneous","197770","null","ROW Demo
Intersection of SR 147 and SR 225
Halifax Township
Dauphin County"
"116592","Under Construction","SR 3017 Roadway Emergency Flood","Wayne         ","Restoration","208388","null","Emergency Roadway Restoration on State Route 3017 (Lake Henry Drive) in Salem Township, Wayne County."
"116598","Under Construction","Clarion County Bridge Preservation","Clarion       ","Bridge Preservation Activities","0","106224","Along Interstate 80 from 2.3 miles East of the Venango/Butler County line to 0.82 miles east of the SR 66 north interchange in 
Richland, Beaver and Paint Townships
Bridge Preservation"
"116600","Under Construction","On Demand Winter Operators DelCo & Phila 21-22(C)","Philadelphia  ","Miscellaneous","161750","null","On Demand Winter Operators
Contracted Winter Operators
DelCo. & Phila. Counties"
"116601","Under Construction","On Demand Winter Operators Bucks,ChesCo&MontCo (C)","Montgomery    ","Miscellaneous","200100","null","On Demand Winter Operators
Contracted Winter Operators
Bucks, Chester & MontCo."
"116603","Under Construction","SR 437 Emergency Flood Repair","Luzerne       ","Restoration","135031","null","SR 437 Emergency Flood Repair"
"116609","Under Construction","Upper York Rd: Cntrbrdg-PA32 (C)","Bucks         ","Restoration","1271247","null","Upper York Road: Centerbridge Rd to PA 32
Solebury Township, Bucks County
IDA Road Restoration"
"116613","Under Construction","SR 2020 Emergency Flood Repair","Luzerne       ","Restoration","413302","null","Emergency Roadway Restoration on State Route 2020 (Scott Street) in City of Wilkes-Barre, Luzerne County."
"116623","Under Construction","Chester TS Ida 2021 Emergency","Chester       ","Miscellaneous","0","69816","Chester County Emergency Repairs Hurricane Ida 2021 
Chester County 
Emergency Repairs"
"116625","Under Construction","Montg. TS Ida 2021 Emergency","Montgomery    ","Miscellaneous","0","116730","Montgomery County Emergency Repairs Ida 2021
Montgomery County 
Emergency Repairs"
"116626","Under Construction","Phila. TS Ida 2021 Emergency","Philadelphia  ","Miscellaneous","0","92147","Philadelphia County Emergency Repairs Ida 2021 
Philadelphia County 
Emergency repairs"
"116665","Under Construction","SR 42 over N Branch of Susquehanna River 2021Flood","Columbia      ","Bridge Rehabilitation","0","116676","SR 42 over N Branch of Susquehanna River in Montour (Twp), Columbia County
Flood Repairs, Debris Removal"
"116666","Under Construction","SR 487 over N Branch of SusquehannaRiver 2021Flood","Columbia      ","Bridge Rehabilitation","0","116676","SR 487 over North Branch of Susquehanna River in Town of Bloomsburg and Catawissa (Twp), Columbia County
Flood Repairs, Debris Removal"
"116672","Under Construction","SR 2028 over N Branch Susquehanna River 2021 Flood","Columbia      ","Bridge Rehabilitation","0","116676","SR 2028 over North Branch of the Susquehanna River in Mifflin and South Centre (Twps), Columbia County
Flood Repairs, Debris Removal"
"116674","Under Construction","SR 54 over N Branch Susquehanna River 2021 Flood","Montour       ","Bridge Rehabilitation","0","116676","SR 54 over the North Branch of the Susquehanna River in Danville (Boro), Montour County
Flood Repairs, Debris Removal"
"116676","Under Construction","SR 11 over W Branch Susquehanna River 2021 Flood","Northumberland","Bridge Rehabilitation","393992","null","SR 11 over the West Branch of the Susquehanna River in Point (Twp) and Northumberland (Boro), Northumberland County
Flood Repairs, Debris Removal"
"116677","Under Construction","SR 44 over W Branch Susquehanna River 2021 Flood","Northumberland","Bridge Rehabilitation","0","116676","SR 44 over the West Branch of the Susquehanna River in Delaware (Twp), Northumberland County
Flood Repairs, Debris Removal"
"116678","Under Construction","SR 61 over Little Shamokin Creek 2021 Flood Repair","Northumberland","Bridge Rehabilitation","0","116676","SR 61 over Little Shamokin Creek in Upper August (Twp), Northumberland County
Flood Repair, Debris Removal"
"116680","Under Construction","SR 61 over Susquehanna River 2021 Flood Repairs","Northumberland","Bridge Rehabilitation","0","116676","SR 61 over the Susquehanna River in Sunbury (City), Northumberland County
Flood Repairs, Debris Removal"
"116681","Under Construction","I-80 over W Branch Susquehanna River 2021 Flood","Northumberland","Bridge Rehabilitation","0","116676","I-80 over the West Branch of the Susquehanna River in Turbot (Twp), Northumberland County
Flood Repairs, Debris Removal"
"116682","Under Construction","SR 147 over N Branch Susquehanna River 2021 Flood","Northumberland","Bridge Rehabilitation","0","116676","SR 147 over the North Branch of the Susquehanna River in Upper Augusta (Twp), Northumberland County
Flood Repairs, Debris Removal"
"116683","Under Construction","SR 642 over W Branch Susquehanna River 2021 Flood","Northumberland","Bridge Rehabilitation","0","116676","SR 642 over the West Branch of the Susquehanna River in Milton (Boro), Northumberland County
Flood Repairs, Debris Removal"
"116684","Under Construction","SR 54 over W Branch Susquehanna River 2021 Flood","Lycoming      ","Bridge Rehabilitation","0","116676","SR 54 over the West Branch of the Susquehanna River in Muncy Creek (Twp) and Montgomery (Boro), Lycoming County  
Flood Repairs, Debris Removal"
"116685","Under Construction","SR 405 over W Branch Susquehanna River 2021 Flood","Lycoming      ","Bridge Rehabilitation","0","116676","SR 405 over the West Branch of the Susquehanna River in Clinton (Twp), Muncy Creek (Twp), and Muncy (Boro) , Lycoming County
Flood Repairs, Debris Removal"
"116686","Under Construction","SR 61 over Shamokin Creek 2021 Flood Repairs","Northumberland","Bridge Rehabilitation","0","116676","SR 61 over Shamokin Creek in Upper Augusta (Twp) and Sunbury (City), Northumberland County  
Flood Repairs, Debris Removal"
"116729","Under Construction","Whitehall Road o/Kepner Creek(C)","Montgomery    ","Bridge Rehabilitation","0","93445","Whitehall Road over Kepner Creek 
East Norriton Township, Montgomery County 
Bridge Rehabilitation"
"116735","Under Construction","I-81/I-80 Concrete Pave Repairs Luzerne County","Luzerne       ","Restoration","5466608","null","Interstate resurfacing on Interstate 81 (American Legion Memorial Highway) and Interstate 80 in various municipalities in Luzerne County."
"116823","Under Construction","Pymatuning State Park Spillway Trail Ext","Crawford      ","Pedestrian Facilities","1414343","null","Pymatuning State Park Spillway Rail Trail
Crawford County, South Shenango Township
Bicycle and Pedestrian Facilities

This project was selected during the 2018 Statewide TAP round."
"116831","Under Construction","Winter Operations 2021","Lehigh        ","Administration","244830","null","Contractor staffing to operate Department equipment out of various stockpiles in Berks, Lehigh, and Northampton Counties."
"116864","Under Construction","Hurricane Ida Repairs","Allegheny     ","Slides Correction","500000","null","Slide repairs, debris removal, shoulder/lane reconstruction, drainage system repairs, slope stabilization, guiderail repairs and other miscellaneous construction at Various routes in Allegheny County."
"116877","Under Construction","Winter Operations 2021","Carbon        ","Administration","190025","null","Contractor staffing to operate Department equipment out of various stockpiles in Carbon, Monroe, and Schuylkill Counties."
"116883","Under Construction","Winter Operations 21-22","Dauphin       ","Administration","118482","null","Winter Services
District 8"
"116884","Under Construction","Winter Operators 2021","Allegheny     ","Miscellaneous","209585","null","Contractor shall provide personnel capable of operating Pennsylvania Department of Transportation (PennDOT) highway construction and maintenance equipment (Operators) Various reporting stockpiles located within District 11."
"116894","Under Construction","Winter Operations 2021/22 - Lacka/Luz","Lackawanna    ","Administration","43800","null","contractor staffing to operate Department equipment in Lackawanna and Luzerne Counties."
"116895","Under Construction","Winter Operations 2021/22 - Susq/Wyo","Susquehanna   ","Administration","49820","null","contractor staffing to operate Department equipment in various stockpile in Susquehanna and Wyoming Counties."
"116896","Under Construction","Winter Operations 2021/22 - Pike/Wayne","Wayne         ","Administration","18560","null","contractor staffing to operate Department equipment in various stockpile in Pike and Wayne Counties."
"116987","Under Construction","Mount Joy Parking Management","Lancaster     ","Transit System Improvement","370505","null","Mount Joy Parking Management"
"117100","Under Construction","FM-7216 Susquehanna VWB CONSTRUCTION","Susquehanna   ","Facility Improvement - Build ir","1478000","null","rhaspri    11/03/2021 09:11:52

FM-7216 Susquehanna VWB CONSTRUCTION"
"117101","Under Construction","FM-7216 Susquehanna VWB ELECTRICAL","Susquehanna   ","Facility Improvement - Build ir","227800","null","null"
"117167","Under Construction","FM-7216 Susquehanna VWB PLUMBING","Susquehanna   ","Facility Improvement - Build ir","462511","null","null"
"117791","Under Construction","PA 51 over I-70 Structure ER","Westmoreland  ","Bridge Improvement","0","115984","PA 51 over I-70 Structure ER
Bridge Improvements
Rostraver Township, Westmoreland County"
"118054","Under Construction","SR 437 Emergency Pipe Repair","Luzerne       ","Miscellaneous","0","116603","Emergency Pipe Repair on State Route 437 (Woodland Road) in Wright Township, Luzerne County."
"118123","Under Construction","Queen St NB Bridge over I-83","York          ","Bridge Deck Rehabilitation","8435808","null","Bridge Repair
BRKEY: 37388
Queen St over I-83 Northbound
York Township
York County"
"118279","Under Construction","I-81 Northbound Emergency Resurfacing","Schuylkill    ","Resurface","0","114350","I-81 Northbound Emergency Resurfacing
Seg 1154 Offset 1300 to Seg 1160 Offset 2100
Foster Township, Schuylkill County"
"576","Anticipated","PA 98 Bridge/Van Horne Run","Crawford      ","Bridge Replacement","554944","null","State Route 98 Bridge over Van Horne Run
Vernon Township
Bridge Replacement"
"1120","Anticipated","PA 215 - Kidder's Corner Rd Bridge","Erie          ","Bridge Rehabilitation","2288000","null","PA 215 (Kidder's Corner Road) Bridge over Conneaut Creek
Conneaut Township
Bridge Rehabilitation/Restoration/Replacement"
"1180","Anticipated","Niemeyer Road (T-463) Br","Erie          ","Rehab/Operate Historic Structure","2579133","null","Niemyer Road (Township Road 463) Covered Bridge over Lebeouf Creek
Waterford Township
Local Covered Bridge Restoration/Rehabilitation"
"2263","Anticipated","Miller Farm (T-635) Br","Venango       ","Bridge Rehabilitation","915000","null","Miller Farm Road (Township Road 635) Bridge over Oil Creek
Oil Creek Township
Local Bridge Restoration/Rehabilitation"
